Closing_Period,Chart_of_Accounts,Actual,Budget
20240731,138-80050,3810.76,3666.67
20240731,138-90010,-32623.29,-29333.33
20240731,138-90020,-7313.03,-7333.33
20240731,138-90030,-3635.46,-3666.67
20240731,139-50010,267667.72,348333.33
20240731,139-50020,365737.25,278666.67
20240731,139-50030,238142.35,209000
20240731,139-50040,170145.25,174166.67
20240731,139-50050,163469.23,139333.33
20240731,139-50060,93153.29,104500
20240731,139-50070,143347.67,125400
20240731,139-50080,84884.77,83600
20240731,139-60010,-55413.84,-52800
20240731,139-60020,-41129.84,-39600
20240731,139-60030,-30263.45,-26400
20240731,139-60040,-21809.12,-19800
20240731,139-60050,-22017.13,-16500
20240731,139-70010,-14732.01,-13933.33
20240731,139-70020,-11461.21,-10450
20240731,139-70030,-13516.69,-12540
20240731,139-70040,-16426.08,-15326.67
20240731,139-70050,-21995.7,-20900
20240731,139-70060,-33360.38,-34833.33
20240731,139-70070,-6004.22,-5573.33
20240731,139-70080,-8908.13,-8360
20240731,139-70090,-6637.24,-6270
20240731,139-70100,-5258.86,-5225
20240731,139-80010,-11401.12,-11000
20240731,139-80020,-12627.64,-14666.67
20240731,139-80030,-7196.98,-7333.33
20240731,139-80040,6063.41,5500
20240731,139-80050,4093,3666.67
20240731,139-90010,-28547.35,-29333.33
20240731,139-90020,-6503.91,-7333.33
20240731,139-90030,-3936.56,-3666.67
20240731,140-50010,454472.7,348333.33
20240731,140-50020,303458.1,278666.67
20240731,140-50030,259894.88,209000
20240731,140-50040,216231.06,174166.67
20240731,140-50050,175064.27,139333.33
20240731,140-50060,94634.5,104500
20240731,140-50070,139981.58,125400
20240731,140-50080,66268.28,83600
20240731,140-60010,-52027.59,-52800
20240731,140-60020,-38812.75,-39600
20240731,140-60030,-30330.14,-26400
20240731,140-60040,-19775.46,-19800
20240731,140-60050,-19315.82,-16500
20240731,140-70010,-14318.39,-13933.33
20240731,140-70020,-10468.62,-10450
20240731,140-70030,-13628.77,-12540
20240731,140-70040,-14796.72,-15326.67
20240731,140-70050,-23201.48,-20900
20240731,140-70060,-35784.18,-34833.33
20240731,140-70070,-6417.72,-5573.33
20240731,140-70080,-9110.43,-8360
20240731,140-70090,-6326.42,-6270
20240731,140-70100,-5636.27,-5225
20240731,140-80010,-11404.23,-11000
20240731,140-80020,-15175.38,-14666.67
20240731,140-80030,-6767.66,-7333.33
20240731,140-80040,5196.94,5500
20240731,140-80050,4297.78,3666.67
20240731,140-90010,-25581.11,-29333.33
20240731,140-90020,-6876.97,-7333.33
20240731,140-90030,-3613.72,-3666.67
20240731,141-50010,371200.48,348333.33
20240731,141-50020,318410.06,278666.67
20240731,141-50030,185297.87,209000
20240731,141-50040,169897.33,174166.67
20240731,141-50050,144127.13,139333.33
20240731,141-50060,84689.2,104500
20240731,141-50070,143155.93,125400
20240731,141-50080,96102.48,83600
20240731,141-60010,-59234.66,-52800
20240731,141-60020,-44492.28,-39600
20240731,141-60030,-29070.62,-26400
20240731,141-60040,-20830.19,-19800
20240731,141-60050,-18607.06,-16500
20240731,141-70010,-13867.71,-13933.33
20240731,141-70020,-11149.3,-10450
20240731,141-70030,-13228.98,-12540
20240731,141-70040,-17400.4,-15326.67
20240731,141-70050,-23061.21,-20900
20240731,141-70060,-39117.79,-34833.33
20240731,141-70070,-5846.64,-5573.33
20240731,141-70080,-9298.71,-8360
20240731,141-70090,-6696.12,-6270
20240731,141-70100,-4945.3,-5225
20240731,141-80010,-10577.85,-11000
20240731,141-80020,-15314.65,-14666.67
20240731,141-80030,-7193.43,-7333.33
20240731,141-80040,5443.91,5500
20240731,141-80050,3790.1,3666.67
20240731,141-90010,-30765.27,-29333.33
20240731,141-90020,-6784.98,-7333.33
20240731,141-90030,-3428.28,-3666.67
20240731,142-50010,454488.92,348333.33
20240731,142-50020,335488.41,278666.67
20240731,142-50030,211136.51,209000
20240731,142-50040,193086.31,174166.67
20240731,142-50050,131309.06,139333.33
20240731,142-50060,111886.28,104500
20240731,142-50070,112324.31,125400
20240731,142-50080,105375.26,83600
20240731,142-60010,-65009.91,-52800
20240731,142-60020,-39370.99,-39600
20240731,142-60030,-33936.11,-26400
20240731,142-60040,-17098.89,-19800
20240731,142-60050,-20660.85,-16500
20240731,142-70010,-14139.23,-13933.33
20240731,142-70020,-11322.75,-10450
20240731,142-70030,-12053.42,-12540
20240731,142-70040,-15243.14,-15326.67
20240731,142-70050,-19872.63,-20900
20240731,142-70060,-35632.63,-34833.33
20240731,142-70070,-5916.17,-5573.33
20240731,142-70080,-8134.39,-8360
20240731,142-70090,-6407.66,-6270
20240731,142-70100,-5724.57,-5225
20240731,142-80010,-11750.71,-11000
20240731,142-80020,-12953.75,-14666.67
20240731,142-80030,-6979.97,-7333.33
20240731,142-80040,5163.17,5500
20240731,142-80050,3952.98,3666.67
20240731,142-90010,-27304.37,-29333.33
20240731,142-90020,-6707.74,-7333.33
20240731,142-90030,-3333.8,-3666.67
20240831,101-50010,479291.84,435416.67
20240831,101-50020,356090.22,348333.33
20240831,101-50030,251502.3,261250
20240831,101-50040,232544.39,217708.33
20240831,101-50050,164611.72,174166.67
20240831,101-50060,149545.17,130625
20240831,101-50070,226004.19,156750
20240831,101-50080,108766.6,104500
20240831,101-60010,-55413.59,-66000
20240831,101-60020,-50847.89,-49500
20240831,101-60030,-31617.13,-33000
20240831,101-60040,-28837.99,-24750
20240831,101-60050,-19722.8,-20625
20240831,101-70010,-18293.32,-17416.67
20240831,101-70020,-13117.68,-13062.5
20240831,101-70030,-15466.11,-15675
20240831,101-70040,-21781.64,-19158.33
20240831,101-70050,-28640.27,-26125
20240831,101-70060,-49916.89,-43541.67
20240831,101-70070,-7117.63,-6966.67
20240831,101-70080,-12254.71,-10450
20240831,101-70090,-8192.77,-7837.5
20240831,101-70100,-6785.69,-6531.25
20240831,101-80010,-13756.88,-13750
20240831,101-80020,-19857.84,-18333.33
20240831,101-80030,-9824.43,-9166.67
20240831,101-80040,7112.67,6875
20240831,101-80050,4529.09,4583.33
20240831,101-90010,-40147.2,-36666.67
20240831,101-90020,-9808.46,-9166.67
20240831,101-90030,-5155.14,-4583.33
20240831,102-50010,449535.32,435416.67
20240831,102-50020,376980.3,348333.33
20240831,102-50030,235208.37,261250
20240831,102-50040,224376.97,217708.33
20240831,102-50050,183917.66,174166.67
20240831,102-50060,132594.98,130625
20240831,102-50070,173131.31,156750
20240831,102-50080,81096.23,104500
20240831,102-60010,-56578.61,-66000
20240831,102-60020,-50654.14,-49500
20240831,102-60030,-39483.01,-33000
20240831,102-60040,-26726.31,-24750
20240831,102-60050,-20815.69,-20625
20240831,102-70010,-20348.31,-17416.67
20240831,102-70020,-13535.32,-13062.5
20240831,102-70030,-16129.86,-15675
20240831,102-70040,-19887.46,-19158.33
20240831,102-70050,-27042.21,-26125
20240831,102-70060,-45028.33,-43541.67
20240831,102-70070,-7516.8,-6966.67
20240831,102-70080,-10352.77,-10450
20240831,102-70090,-8724.85,-7837.5
20240831,102-70100,-6972.19,-6531.25
20240831,102-80010,-14284.91,-13750
20240831,102-80020,-19422.41,-18333.33
20240831,102-80030,-9697.26,-9166.67
20240831,102-80040,6518.01,6875
20240831,102-80050,4377.18,4583.33
20240831,102-90010,-35871.71,-36666.67
20240831,102-90020,-9971.22,-9166.67
20240831,102-90030,-4490.54,-4583.33
20240831,103-50010,479662.58,435416.67
20240831,103-50020,413133.98,348333.33
20240831,103-50030,316097.53,261250
20240831,103-50040,209234.3,217708.33
20240831,103-50050,129316.16,174166.67
20240831,103-50060,140889.37,130625
20240831,103-50070,157493.25,156750
20240831,103-50080,107998.55,104500
20240831,103-60010,-73797.02,-66000
20240831,103-60020,-54101.29,-49500
20240831,103-60030,-31793.67,-33000
20240831,103-60040,-23794.88,-24750
20240831,103-60050,-20541.2,-20625
20240831,103-70010,-19714.22,-17416.67
20240831,103-70020,-14570.06,-13062.5
20240831,103-70030,-16579.68,-15675
20240831,103-70040,-19907.39,-19158.33
20240831,103-70050,-26710.63,-26125
20240831,103-70060,-46394.28,-43541.67
20240831,103-70070,-6752.57,-6966.67
20240831,103-70080,-12037.45,-10450
20240831,103-70090,-7658.14,-7837.5
20240831,103-70100,-7044.94,-6531.25
20240831,103-80010,-13404.71,-13750
20240831,103-80020,-19740.44,-18333.33
20240831,103-80030,-10385.37,-9166.67
20240831,103-80040,7614.64,6875
20240831,103-80050,4375.67,4583.33
20240831,103-90010,-39103.37,-36666.67
20240831,103-90020,-10090.3,-9166.67
20240831,103-90030,-4083.38,-4583.33
20240831,104-50010,406851.95,435416.67
20240831,104-50020,464146.5,348333.33
20240831,104-50030,224245.24,261250
20240831,104-50040,222389.32,217708.33
20240831,104-50050,198291.37,174166.67
20240831,104-50060,97210.18,130625
20240831,104-50070,146161.51,156750
20240831,104-50080,89637.47,104500
20240831,104-60010,-80446.67,-66000
20240831,104-60020,-48345.23,-49500
20240831,104-60030,-37079.32,-33000
20240831,104-60040,-24829.96,-24750
20240831,104-60050,-26077.38,-20625
20240831,104-70010,-19377.47,-17416.67
20240831,104-70020,-13542.03,-13062.5
20240831,104-70030,-15884.77,-15675
20240831,104-70040,-20025.81,-19158.33
20240831,104-70050,-26941.67,-26125
20240831,104-70060,-42754.16,-43541.67
20240831,104-70070,-6920.74,-6966.67
20240831,104-70080,-11006.83,-10450
20240831,104-70090,-8000.59,-7837.5
20240831,104-70100,-7268.17,-6531.25
20240831,104-80010,-13839.73,-13750
20240831,104-80020,-16139.19,-18333.33
20240831,104-80030,-10370.45,-9166.67
20240831,104-80040,6224.87,6875
20240831,104-80050,5075.8,4583.33
20240831,104-90010,-32558.43,-36666.67
20240831,104-90020,-10130.01,-9166.67
20240831,104-90030,-4285.68,-4583.33
20240831,105-50010,532646.95,435416.67
20240831,105-50020,403766.98,348333.33
20240831,105-50030,287835.62,261250
20240831,105-50040,231826.05,217708.33
20240831,105-50050,160013.04,174166.67
20240831,105-50060,158824.25,130625
20240831,105-50070,191436.85,156750
20240831,105-50080,135112.32,104500
20240831,105-60010,-68027.03,-66000
20240831,105-60020,-59757.07,-49500
20240831,105-60030,-38228.14,-33000
20240831,105-60040,-30382.72,-24750
20240831,105-60050,-25776.68,-20625
20240831,105-70010,-17251.73,-17416.67
20240831,105-70020,-14785,-13062.5
20240831,105-70030,-16307.17,-15675
20240831,105-70040,-18614.35,-19158.33
20240831,105-70050,-27633.33,-26125
20240831,105-70060,-48841.08,-43541.67
20240831,105-70070,-7770.88,-6966.67
20240831,105-70080,-11821.18,-10450
20240831,105-70090,-8801.92,-7837.5
20240831,105-70100,-6800.24,-6531.25
20240831,105-80010,-12835.76,-13750
20240831,105-80020,-18534.09,-18333.33
20240831,105-80030,-7020.36,-9166.67
20240831,105-80040,7863.69,6875
20240831,105-80050,4758.52,4583.33
20240831,105-90010,-36553.67,-36666.67
20240831,105-90020,-9922.47,-9166.67
20240831,105-90030,-4658.14,-4583.33
20240831,106-50010,357830.62,435416.67
20240831,106-50020,320258.92,348333.33
20240831,106-50030,155615.38,261250
20240831,106-50040,244986.03,217708.33
20240831,106-50050,122805.25,174166.67
20240831,106-50060,116225.01,130625
20240831,106-50070,184735.97,156750
20240831,106-50080,114548.45,104500
20240831,106-60010,-64404.29,-66000
20240831,106-60020,-50795.99,-49500
20240831,106-60030,-44468.16,-33000
20240831,106-60040,-26861.04,-24750
20240831,106-60050,-20453.72,-20625
20240831,106-70010,-18779.67,-17416.67
20240831,106-70020,-13989.85,-13062.5
20240831,106-70030,-14642.78,-15675
20240831,106-70040,-19780.63,-19158.33
20240831,106-70050,-27514.33,-26125
20240831,106-70060,-48369.98,-43541.67
20240831,106-70070,-7255.34,-6966.67
20240831,106-70080,-11236.54,-10450
20240831,106-70090,-7985.22,-7837.5
20240831,106-70100,-6974.56,-6531.25
20240831,106-80010,-15268.59,-13750
20240831,106-80020,-16839.31,-18333.33
20240831,106-80030,-9685,-9166.67
20240831,106-80040,5914.15,6875
20240831,106-80050,4348.91,4583.33
20240831,106-90010,-36045.11,-36666.67
20240831,106-90020,-8311.69,-9166.67
20240831,106-90030,-5069.8,-4583.33
20240831,107-50010,534458.42,435416.67
20240831,107-50020,375148.62,348333.33
20240831,107-50030,230071.67,261250
20240831,107-50040,181651.54,217708.33
20240831,107-50050,212549,174166.67
20240831,107-50060,131846.31,130625
20240831,107-50070,164805.74,156750
20240831,107-50080,112076.03,104500
20240831,107-60010,-70703.83,-66000
20240831,107-60020,-48515.96,-49500
20240831,107-60030,-39690.04,-33000
20240831,107-60040,-29366.49,-24750
20240831,107-60050,-23313.46,-20625
20240831,107-70010,-18965.54,-17416.67
20240831,107-70020,-14125.19,-13062.5
20240831,107-70030,-17132.25,-15675
20240831,107-70040,-20224.79,-19158.33
20240831,107-70050,-22635.38,-26125
20240831,107-70060,-48832.92,-43541.67
20240831,107-70070,-7992.3,-6966.67
20240831,107-70080,-10931.6,-10450
20240831,107-70090,-8448.86,-7837.5
20240831,107-70100,-6916.47,-6531.25
20240831,107-80010,-13108.66,-13750
20240831,107-80020,-18048.1,-18333.33
20240831,107-80030,-10214.71,-9166.67
20240831,107-80040,5738.59,6875
20240831,107-80050,3984.31,4583.33
20240831,107-90010,-41058.8,-36666.67
20240831,107-90020,-8378.48,-9166.67
20240831,107-90030,-4086.82,-4583.33
20240831,108-50010,507354.43,435416.67
20240831,108-50020,442929.1,348333.33
20240831,108-50030,275855.04,261250
20240831,108-50040,230435.85,217708.33
20240831,108-50050,193731,174166.67
20240831,108-50060,126544.84,130625
20240831,108-50070,202590.14,156750
20240831,108-50080,106313.1,104500
20240831,108-60010,-81179.57,-66000
20240831,108-60020,-51230.56,-49500
20240831,108-60030,-40796.8,-33000
20240831,108-60040,-27870.66,-24750
20240831,108-60050,-24546.71,-20625
20240831,108-70010,-18610.29,-17416.67
20240831,108-70020,-13841.58,-13062.5
20240831,108-70030,-18158.44,-15675
20240831,108-70040,-20092.2,-19158.33
20240831,108-70050,-24946.69,-26125
20240831,108-70060,-45212.91,-43541.67
20240831,108-70070,-7513.72,-6966.67
20240831,108-70080,-10007.38,-10450
20240831,108-70090,-7541.56,-7837.5
20240831,108-70100,-6376.91,-6531.25
20240831,108-80010,-14702.96,-13750
20240831,108-80020,-16770.25,-18333.33
20240831,108-80030,-8878.75,-9166.67
20240831,108-80040,6504.82,6875
20240831,108-80050,5088.61,4583.33
20240831,108-90010,-34745.45,-36666.67
20240831,108-90020,-9087.89,-9166.67
20240831,108-90030,-4116.74,-4583.33
20240831,109-50010,377438.61,435416.67
20240831,109-50020,461760.12,348333.33
20240831,109-50030,259502.52,261250
20240831,109-50040,231190.78,217708.33
20240831,109-50050,165993.54,174166.67
20240831,109-50060,123909.48,130625
20240831,109-50070,166620.47,156750
20240831,109-50080,130169.51,104500
20240831,109-60010,-81386.41,-66000
20240831,109-60020,-54217.54,-49500
20240831,109-60030,-34857.67,-33000
20240831,109-60040,-27701.8,-24750
20240831,109-60050,-23938.38,-20625
20240831,109-70010,-18636.39,-17416.67
20240831,109-70020,-14260.19,-13062.5
20240831,109-70030,-15721.5,-15675
20240831,109-70040,-20338.21,-19158.33
20240831,109-70050,-27757.2,-26125
20240831,109-70060,-45417.57,-43541.67
20240831,109-70070,-6973.52,-6966.67
20240831,109-70080,-11087.99,-10450
20240831,109-70090,-8566.39,-7837.5
20240831,109-70100,-6604.06,-6531.25
20240831,109-80010,-13811.74,-13750
20240831,109-80020,-18778.99,-18333.33
20240831,109-80030,-8854.08,-9166.67
20240831,109-80040,6207.11,6875
20240831,109-80050,4993.1,4583.33
20240831,109-90010,-33987.26,-36666.67
20240831,109-90020,-8858.86,-9166.67
20240831,109-90030,-4199.89,-4583.33
20240831,110-50010,512078.2,435416.67
20240831,110-50020,385374.4,348333.33
20240831,110-50030,254109.18,261250
20240831,110-50040,253053.18,217708.33
20240831,110-50050,161211.51,174166.67
20240831,110-50060,130147.36,130625
20240831,110-50070,231587.29,156750
20240831,110-50080,78945.1,104500
20240831,110-60010,-75242.29,-66000
20240831,110-60020,-60498.99,-49500
20240831,110-60030,-41925.01,-33000
20240831,110-60040,-25849.28,-24750
20240831,110-60050,-23192.87,-20625
20240831,110-70010,-19055.64,-17416.67
20240831,110-70020,-13155.41,-13062.5
20240831,110-70030,-15336.49,-15675
20240831,110-70040,-20603.68,-19158.33
20240831,110-70050,-25519.85,-26125
20240831,110-70060,-46259.64,-43541.67
20240831,110-70070,-7709.15,-6966.67
20240831,110-70080,-9569.64,-10450
20240831,110-70090,-8716.28,-7837.5
20240831,110-70100,-6988.39,-6531.25
20240831,110-80010,-16101.46,-13750
20240831,110-80020,-16880.3,-18333.33
20240831,110-80030,-8402.31,-9166.67
20240831,110-80040,6142.22,6875
20240831,110-80050,4260.82,4583.33
20240831,110-90010,-34301.09,-36666.67
20240831,110-90020,-9078.76,-9166.67
20240831,110-90030,-4517.48,-4583.33
20240831,111-50010,490700.19,435416.67
20240831,111-50020,310605.53,348333.33
20240831,111-50030,274383.56,261250
20240831,111-50040,278094.41,217708.33
20240831,111-50050,173907.6,174166.67
20240831,111-50060,165866.3,130625
20240831,111-50070,185067.24,156750
20240831,111-50080,106136.39,104500
20240831,111-60010,-83319.19,-66000
20240831,111-60020,-55105.44,-49500
20240831,111-60030,-38835.94,-33000
20240831,111-60040,-29752.45,-24750
20240831,111-60050,-23502.5,-20625
20240831,111-70010,-18241.87,-17416.67
20240831,111-70020,-13703.49,-13062.5
20240831,111-70030,-16133.3,-15675
20240831,111-70040,-19692.85,-19158.33
20240831,111-70050,-24943.78,-26125
20240831,111-70060,-45893.63,-43541.67
20240831,111-70070,-7397.65,-6966.67
20240831,111-70080,-10984.19,-10450
20240831,111-70090,-8192.51,-7837.5
20240831,111-70100,-7029.22,-6531.25
20240831,111-80010,-13213.24,-13750
20240831,111-80020,-19464.11,-18333.33
20240831,111-80030,-8862.36,-9166.67
20240831,111-80040,7687.82,6875
20240831,111-80050,4895.52,4583.33
20240831,111-90010,-41541.48,-36666.67
20240831,111-90020,-9262.67,-9166.67
20240831,111-90030,-4602.36,-4583.33
20240831,112-50010,444366.93,435416.67
20240831,112-50020,388358.75,348333.33
20240831,112-50030,306209.15,261250
20240831,112-50040,223463.91,217708.33
20240831,112-50050,155830.17,174166.67
20240831,112-50060,62863.18,130625
20240831,112-50070,186437.64,156750
20240831,112-50080,111722.54,104500
20240831,112-60010,-74645.8,-66000
20240831,112-60020,-58994.02,-49500
20240831,112-60030,-37277.72,-33000
20240831,112-60040,-26030.37,-24750
20240831,112-60050,-22958.86,-20625
20240831,112-70010,-18051.62,-17416.67
20240831,112-70020,-13827.87,-13062.5
20240831,112-70030,-16588.63,-15675
20240831,112-70040,-20803.23,-19158.33
20240831,112-70050,-28697.52,-26125
20240831,112-70060,-46576.34,-43541.67
20240831,112-70070,-8013.77,-6966.67
20240831,112-70080,-11470.71,-10450
20240831,112-70090,-7340.66,-7837.5
20240831,112-70100,-6413.68,-6531.25
20240831,112-80010,-13516.3,-13750
20240831,112-80020,-16332.06,-18333.33
20240831,112-80030,-9069.34,-9166.67
20240831,112-80040,7183.63,6875
20240831,112-80050,4234.43,4583.33
20240831,112-90010,-42130.28,-36666.67
20240831,112-90020,-7914.49,-9166.67
20240831,112-90030,-5070.56,-4583.33
20240831,113-50010,576649.62,435416.67
20240831,113-50020,343901.34,348333.33
20240831,113-50030,295970.01,261250
20240831,113-50040,241460.08,217708.33
20240831,113-50050,207658.11,174166.67
20240831,113-50060,103265.27,130625
20240831,113-50070,176955.28,156750
20240831,113-50080,109489.5,104500
20240831,113-60010,-77669.03,-66000
20240831,113-60020,-61034.42,-49500
20240831,113-60030,-35573.25,-33000
20240831,113-60040,-29321.15,-24750
20240831,113-60050,-20140.64,-20625
20240831,113-70010,-17575.84,-17416.67
20240831,113-70020,-14711.03,-13062.5
20240831,113-70030,-17734.95,-15675
20240831,113-70040,-21490.13,-19158.33
20240831,113-70050,-25068.45,-26125
20240831,113-70060,-47355.32,-43541.67
20240831,113-70070,-6981,-6966.67
20240831,113-70080,-10710,-10450
20240831,113-70090,-8294.11,-7837.5
20240831,113-70100,-7180.95,-6531.25
20240831,113-80010,-14157.88,-13750
20240831,113-80020,-16784.39,-18333.33
20240831,113-80030,-9504.36,-9166.67
20240831,113-80040,6404.52,6875
20240831,113-80050,4568.64,4583.33
20240831,113-90010,-35506.2,-36666.67
20240831,113-90020,-8763.29,-9166.67
20240831,113-90030,-4498.22,-4583.33
20240831,114-50010,453112.86,435416.67
20240831,114-50020,384655.24,348333.33
20240831,114-50030,319520.87,261250
20240831,114-50040,290104.33,217708.33
20240831,114-50050,212001.36,174166.67
20240831,114-50060,110451.78,130625
20240831,114-50070,133055.97,156750
20240831,114-50080,100317.11,104500
20240831,114-60010,-81041.04,-66000
20240831,114-60020,-57556.59,-49500
20240831,114-60030,-41345.03,-33000
20240831,114-60040,-28389.97,-24750
20240831,114-60050,-21762.2,-20625
20240831,114-70010,-18048.35,-17416.67
20240831,114-70020,-13370.32,-13062.5
20240831,114-70030,-17521.9,-15675
20240831,114-70040,-18851.15,-19158.33
20240831,114-70050,-28059.58,-26125
20240831,114-70060,-43995.72,-43541.67
20240831,114-70070,-7373.04,-6966.67
20240831,114-70080,-10254.26,-10450
20240831,114-70090,-8714.73,-7837.5
20240831,114-70100,-6913.09,-6531.25
20240831,114-80010,-13433.6,-13750
20240831,114-80020,-16105.58,-18333.33
20240831,114-80030,-8993.33,-9166.67
20240831,114-80040,7010.6,6875
20240831,114-80050,4647.58,4583.33
20240831,114-90010,-36193.46,-36666.67
20240831,114-90020,-9476.94,-9166.67
20240831,114-90030,-5015.59,-4583.33
20240831,115-50010,386189.05,435416.67
20240831,115-50020,320216.62,348333.33
20240831,115-50030,333227.13,261250
20240831,115-50040,193566.93,217708.33
20240831,115-50050,158727.82,174166.67
20240831,115-50060,117470.77,130625
20240831,115-50070,172626.14,156750
20240831,115-50080,114468.09,104500
20240831,115-60010,-80979.14,-66000
20240831,115-60020,-56585.32,-49500
20240831,115-60030,-38088.01,-33000
20240831,115-60040,-27211.6,-24750
20240831,115-60050,-22090.17,-20625
20240831,115-70010,-16406.96,-17416.67
20240831,115-70020,-12830.65,-13062.5
20240831,115-70030,-16518.35,-15675
20240831,115-70040,-18230.77,-19158.33
20240831,115-70050,-27070.47,-26125
20240831,115-70060,-45062.56,-43541.67
20240831,115-70070,-7351.32,-6966.67
20240831,115-70080,-11085.05,-10450
20240831,115-70090,-8110.87,-7837.5
20240831,115-70100,-7514.1,-6531.25
20240831,115-80010,-14767.21,-13750
20240831,115-80020,-17779.64,-18333.33
20240831,115-80030,-8066.31,-9166.67
20240831,115-80040,6030.49,6875
20240831,115-80050,4626.88,4583.33
20240831,115-90010,-38853.71,-36666.67
20240831,115-90020,-9997.11,-9166.67
20240831,115-90030,-4901.79,-4583.33
20240831,116-50010,506462.18,435416.67
20240831,116-50020,339513.49,348333.33
20240831,116-50030,284303.57,261250
20240831,116-50040,256433.29,217708.33
20240831,116-50050,182744.16,174166.67
20240831,116-50060,147864.73,130625
20240831,116-50070,158337.89,156750
20240831,116-50080,119617.81,104500
20240831,116-60010,-64254.79,-66000
20240831,116-60020,-45617.35,-49500
20240831,116-60030,-40156.91,-33000
20240831,116-60040,-26747.74,-24750
20240831,116-60050,-25919.72,-20625
20240831,116-70010,-20132.95,-17416.67
20240831,116-70020,-13532.43,-13062.5
20240831,116-70030,-15246.87,-15675
20240831,116-70040,-20661.18,-19158.33
20240831,116-70050,-25568.79,-26125
20240831,116-70060,-43798.28,-43541.67
20240831,116-70070,-7681.04,-6966.67
20240831,116-70080,-9982.16,-10450
20240831,116-70090,-8220.81,-7837.5
20240831,116-70100,-6612.77,-6531.25
20240831,116-80010,-12763.84,-13750
20240831,116-80020,-16777.14,-18333.33
20240831,116-80030,-10006.05,-9166.67
20240831,116-80040,7059.39,6875
20240831,116-80050,4258.24,4583.33
20240831,116-90010,-40172.86,-36666.67
20240831,116-90020,-8569.75,-9166.67
20240831,116-90030,-4909.42,-4583.33
20240831,117-50010,517353.4,435416.67
20240831,117-50020,334984.96,348333.33
20240831,117-50030,213822,261250
20240831,117-50040,216880.39,217708.33
20240831,117-50050,195681.24,174166.67
20240831,117-50060,86899.63,130625
20240831,117-50070,187073.85,156750
20240831,117-50080,130812.75,104500
20240831,117-60010,-74212.2,-66000
20240831,117-60020,-45665.01,-49500
20240831,117-60030,-43696.77,-33000
20240831,117-60040,-29310.46,-24750
20240831,117-60050,-25115.64,-20625
20240831,117-70010,-20951.36,-17416.67
20240831,117-70020,-13553.8,-13062.5
20240831,117-70030,-17509.29,-15675
20240831,117-70040,-20405.24,-19158.33
20240831,117-70050,-26502.85,-26125
20240831,117-70060,-44381.61,-43541.67
20240831,117-70070,-7250.87,-6966.67
20240831,117-70080,-10868.2,-10450
20240831,117-70090,-8603.35,-7837.5
20240831,117-70100,-6916.23,-6531.25
20240831,117-80010,-12938.83,-13750
20240831,117-80020,-16548.34,-18333.33
20240831,117-80030,-10556.76,-9166.67
20240831,117-80040,7194.32,6875
20240831,117-80050,4478.47,4583.33
20240831,117-90010,-39543.41,-36666.67
20240831,117-90020,-9043.7,-9166.67
20240831,117-90030,-5261.9,-4583.33
20240831,118-50010,476930.29,435416.67
20240831,118-50020,299285.28,348333.33
20240831,118-50030,258925.11,261250
20240831,118-50040,229741.06,217708.33
20240831,118-50050,165790.71,174166.67
20240831,118-50060,127558.58,130625
20240831,118-50070,145265.31,156750
20240831,118-50080,109316.53,104500
20240831,118-60010,-74261.08,-66000
20240831,118-60020,-62367.36,-49500
20240831,118-60030,-44143.47,-33000
20240831,118-60040,-24712.45,-24750
20240831,118-60050,-22376.95,-20625
20240831,118-70010,-18450.8,-17416.67
20240831,118-70020,-14169.41,-13062.5
20240831,118-70030,-15680.88,-15675
20240831,118-70040,-20569.82,-19158.33
20240831,118-70050,-27865.42,-26125
20240831,118-70060,-45145.34,-43541.67
20240831,118-70070,-7739.62,-6966.67
20240831,118-70080,-9845.93,-10450
20240831,118-70090,-8702.06,-7837.5
20240831,118-70100,-6640.73,-6531.25
20240831,118-80010,-11784.17,-13750
20240831,118-80020,-17566.03,-18333.33
20240831,118-80030,-9142.9,-9166.67
20240831,118-80040,6570.01,6875
20240831,118-80050,4435.12,4583.33
20240831,118-90010,-36865.09,-36666.67
20240831,118-90020,-10069.53,-9166.67
20240831,118-90030,-4462.92,-4583.33
20240831,119-50010,431991.91,435416.67
20240831,119-50020,266574.42,348333.33
20240831,119-50030,281594.08,261250
20240831,119-50040,254198.77,217708.33
20240831,119-50050,218816.82,174166.67
20240831,119-50060,120717.62,130625
20240831,119-50070,161661.76,156750
20240831,119-50080,111029.72,104500
20240831,119-60010,-68824.58,-66000
20240831,119-60020,-50727.52,-49500
20240831,119-60030,-34334.72,-33000
20240831,119-60040,-23751,-24750
20240831,119-60050,-22277.97,-20625
20240831,119-70010,-19622.02,-17416.67
20240831,119-70020,-14761.63,-13062.5
20240831,119-70030,-16567.7,-15675
20240831,119-70040,-19115.68,-19158.33
20240831,119-70050,-27290.67,-26125
20240831,119-70060,-40883.4,-43541.67
20240831,119-70070,-7760.62,-6966.67
20240831,119-70080,-11479.74,-10450
20240831,119-70090,-8909.72,-7837.5
20240831,119-70100,-6880.36,-6531.25
20240831,119-80010,-12462,-13750
20240831,119-80020,-18222.13,-18333.33
20240831,119-80030,-9317.11,-9166.67
20240831,119-80040,7974.51,6875
20240831,119-80050,4270.52,4583.33
20240831,119-90010,-38378.31,-36666.67
20240831,119-90020,-9841.03,-9166.67
20240831,119-90030,-4759,-4583.33
20240831,120-50010,519375.86,435416.67
20240831,120-50020,307884.91,348333.33
20240831,120-50030,349402.16,261250
